,economia_21
"AF","14.694"
"AO","75.245"
"AL","44.945"
"AE","42.558"
"AR","48.823"
"AM","48.332"
"AU","58.82"
"AT","53.373"
"AZ","61.864"
"BI","80.61"
"BE","46.747"
"BJ","68.934"
"BF","60.093"
"BD","29.516"
"BG","48.089"
"BH","42.604"
"BS","69.888"
"BA","37.294"
"BY","57.141"
"BZ","51.125"
"BO","62.365"
"BR","56.015"
"BB","63.607"
"BN","57.633"
"BT","67.111"
"BW","56.264"
"CF","64.139"
"CA","61.875"
"TD","64.787"
"CH","61.64"
"CL","43.379"
"CN","64.376"
"CI","48.203"
"CM","70.508"
"CD","71.227"
"CG","67.356"
"CO","55.126"
"KM","34.159"
"CV","45.668"
"CR","46.343"
"CU","42.643"
"CY","56.503"
"CZ","49.509"
"DE","52.531"
"DJ","47.333"
"DK","60.61"
"DO","46.987"
"DZ","14.206"
"EC","52.795"
"EG","22.864"
"ER","74.537"
"EH","27.883"
"ES","50.777"
"EE","54.739"
"ET","77.798"
"FI","57.021"
"FJ","38.519"
"FR","50.97"
"GA","39.392"
"GB","55.488"
"GE","54.199"
"GH","73.647"
"GN","62.817"
"GM","49.937"
"GW","64.627"
"GQ","55.122"
"GR","44.176"
"GT","42.986"
"GU","55.076"
"GY","36.601"
"HK","52.637"
"HN","42.899"
"HR","46.836"
"HT","60.774"
"HU","42.791"
"ID","51.097"
"IN","30.097"
"IE","53.789"
"IR","16.364"
"IQ","18.025"
"IS","70.264"
"IL","56.832"
"IT","37.894"
"JM","56.002"
"JO","15.504"
"JP","48.816"
"KZ","65.124"
"KE","61.284"
"KG","52.578"
"KH","81.02"
"KR","49.235"
"KW","47.886"
"LA","77.009"
"LB","22.014"
"LR","53.45"
"LY","28.924"
"LC","59.068"
"LK","36.535"
"LS","61.318"
"LT","52.063"
"LU","48.767"
"LV","54.365"
"MO","65.244"
"MA","25.653"
"MD","39.567"
"MG","86.699"
"MV","50.865"
"MX","43.333"
"MK","42.459"
"ML","47.482"
"MT","33.391"
"MM","53.959"
"ME","42.656"
"MN","53.663"
"MZ","85.048"
"MR","30.308"
"MU","41.511"
"MW","73.338"
"MY","43.62"
"NA","54.029"
"NC","58.628"
"NE","67.705"
"NG","48.873"
"NI","46.61"
"NL","59.745"
"NO","62.626"
"NP","79.282"
"NZ","61.245"
"OM","28.275"
"PK","22.817"
"PA","49.774"
"PE","70.509"
"PH","48.404"
"PG","70.447"
"PL","47.424"
"PR","36.055"
"KP","74.988"
"PT","55.633"
"PY","56.27"
"PS","15.74"
"PF","48.019"
"QA","48.836"
"RO","45.872"
"RU","56.86"
"RW","85.979"
"SA","17.12"
"SD","22.908"
"SN","40.349"
"SG","55.913"
"SB","63.605"
"SL","61.287"
"SV","46.61"
"SO","17.399"
"RS","44.193"
"SS","70.613"
"ST","39.819"
"SR","40.585"
"SK","50.184"
"SI","53.526"
"SE","59.339"
"SZ","39.976"
"SY","13.043"
"TG","78.017"
"TH","64.796"
"TJ","46.981"
"TM","52.75"
"TL","27.208"
"TO","45.485"
"TT","51.661"
"TN","24.392"
"TR","25.479"
"TW","49.616"
"TZ","81.873"
"UG","65.687"
"UA","48.425"
"UY","54.901"
"US","58.145"
"UZ","52.798"
"VC","57.101"
"VE","51.095"
"VI","59.582"
"VN","72.241"
"VU","61.069"
"WS","24.342"
"YE","10.797"
"ZA","46.293"
"ZM","71.61"
"ZW","77.295"