;indicadoressociais_13
"DZ";"2961"
"EG";"3373"
"LY";"3196"
"MA";"3207"
"SD";""
"TN";"3226"
"BI";""
"KM";"2355"
"DJ";"2095"
"ER";""
"ET";"1870"
"KE";"2016"
"MG";"1968"
"MW";"2169"
"MU";"2978"
"MZ";"2064"
"RW";"2022"
"SC";"2249"
"SO";"1710"
"SS";""
"UG";"2355"
"TZ";"2063"
"ZM";"1872"
"ZW";"2030"
"AO";"1675"
"CM";"2228"
"CF";"1984"
"TD";"2007"
"CG";"2163"
"CD";""
"GQ";""
"GA";"2661"
"ST";"2493"
"BW";"2139"
"LS";"2525"
"NA";"2244"
"ZA";"2925"
"BJ";"2408"
"BF";"2470"
"CV";"2421"
"CI";"2580"
"GM";"2458"
"GH";"2669"
"GN";"2395"
"GW";"2252"
"LR";"2070"
"ML";"2520"
"MR";"2649"
"NE";"2389"
"NG";"2623"
"SN";"2206"
"SL";"2033"
"TG";"2201"
"KZ";"2962"
"KG";"2618"
"TJ";"1959"
"TM";"2746"
"UZ";"2342"
"CN";"2841"
"TW";"2993"
"HK";"3171"
"MO";"2663"
"KP";"2192"
"JP";"2846"
"MN";"2226"
"KR";"3079"
"BN";"2967"
"KH";"2267"
"ID";"2463"
"LA";"2176"
"MY";"2799"
"MM";"2051"
"PH";"2415"
"SG";""
"TH";"2641"
"TL";"2053"
"VN";"2418"
"AF";"1897"
"BD";"2349"
"BT";""
"IN";"2245"
"IR";"3050"
"MV";"2446"
"NP";"2331"
"PK";"2303"
"LK";"2336"
"AM";"2414"
"AZ";"2552"
"BH";""
"CY";"2716"
"GE";"2838"
"IQ";"2298"
"IL";"3631"
"JO";"2813"
"KW";"3485"
"LB";"3205"
"OM";"2641"
"QA";""
"SA";"2994"
"PS";""
"SY";"3033"
"TR";"3601"
"AE";"3324"
"YE";"2074"
"AG";"2082"
"BS";"2691"
"BB";"2805"
"CU";"3249"
"DM";"2982"
"DO";"2214"
"GD";"2333"
"HT";"1888"
"JM";"2799"
"PR";""
"KN";"2481"
"LC";"2655"
"VC";"2685"
"TT";"2772"
"BZ";"2787"
"CR";"2758"
"SV";"2602"
"GT";"2342"
"HN";"2479"
"MX";"3106"
"NI";"2324"
"PA";"2320"
"AR";"3005"
"BO";"2090"
"BR";"3026"
"CL";"2903"
"CO";"2786"
"EC";"2298"
"GY";"2709"
"PY";"2690"
"PE";"2303"
"SR";"2558"
"UY";"2835"
"VE";"2377"
"AU";"3078"
"NZ";"3133"
"FJ";"2898"
"NC";"2764"
"PG";"2289"
"SB";"2401"
"VU";"2732"
"FM";""
"KI";"2856"
"MH";""
"NR";""
"PW";""
"AS";""
"CK";""
"PF";"2883"
"NU";""
"WS";"2843"
"TK";""
"TO";""
"TV";""
"BM";"2509"
"CA";"3513"
"GL";""
"US";"3790"
"BY";"2901"
"BG";"2767"
"CZ";"3295"
"HU";"3109"
"PL";"3410"
"MD";"2569"
"RO";"3346"
"RU";"3067"
"SK";"2802"
"UA";"3098"
"DK";"3366"
"EE";"3066"
"FI";"3165"
"IS";"3247"
"IE";"3583"
"LV";"3043"
"LT";"3308"
"NO";"3458"
"SE";"3135"
"GB";"3420"
"AL";"2809"
"AD";""
"BA";"2942"
"HR";"2877"
"GR";"3670"
"IT";"3636"
"MT";"3361"
"ME";""
"PT";"3531"
"RS";""
"SI";"3117"
"ES";"3300"
"MK";"2778"
"AT";"3622"
"BE";"3729"
"FR";"3599"
"DE";"3409"
"LU";"3487"
"NL";"3196"
"CH";"3427"