;economia_20
"AF";"52.827"
"AO";"77.662"
"AL";"59.119"
"AE";"77.053"
"AR";"62.367"
"AM";"55.832"
"AU";"63.633"
"AT";"56.811"
"AZ";"63.357"
"BI";"81.556"
"BE";"51.761"
"BJ";"71.888"
"BF";"74.897"
"BD";"57.622"
"BG";"51.075"
"BH";"67.639"
"BS";"75.486"
"BA";"48.785"
"BY";"60.412"
"BZ";"63.368"
"BO";"72.103"
"BR";"66.830"
"BB";"69.615"
"BN";"67.421"
"BT";"69.899"
"BW";"61.981"
"CF";"71.325"
"CA";"67.002"
"TD";"72.428"
"CH";"67.263"
"CL";"55.824"
"CN";"74.066"
"CI";"63.710"
"CM";"75.946"
"CD";"72.293"
"CG";"68.498"
"CO";"64.220"
"KM";"41.793"
"CV";"59.655"
"CR";"60.304"
"CU";"52.050"
"CY";"63.434"
"CZ";"59.129"
"DE";"57.593"
"DJ";"60.587"
"DK";"66.013"
"DO";"64.796"
"DZ";"42.694"
"EC";"68.940"
"EG";"46.073"
"ER";"79.522"
"EH";"54.606"
"ES";"55.704"
"EE";"58.911"
"ET";"83.985"
"FI";"60.555"
"FJ";"56.484"
"FR";"56.053"
"GA";"47.385"
"GB";"61.407"
"GE";"63.614"
"GH";"75.221"
"GN";"65.135"
"GM";"58.280"
"GW";"71.696"
"GQ";"57.748"
"GR";"53.843"
"GT";"62.932"
"GU";"68.482"
"GY";"55.951"
"HK";"61.136"
"HN";"60.696"
"HR";"53.490"
"HT";"64.191"
"HU";"49.361"
"ID";"67.591"
"IN";"60.274"
"IE";"60.672"
"IR";"46.636"
"IQ";"41.030"
"IS";"76.379"
"IL";"61.297"
"IT";"49.582"
"JM";"65.882"
"JO";"40.911"
"JP";"60.706"
"KZ";"69.229"
"KE";"66.086"
"KG";"63.679"
"KH";"80.577"
"KR";"62.095"
"KW";"68.013"
"LA";"79.079"
"LB";"45.947"
"LR";"56.001"
"LY";"51.718"
"LC";"65.625"
"LK";"56.465"
"LS";"70.995"
"LT";"57.138"
"LU";"54.098"
"LV";"57.253"
"MO";"63.235"
"MA";"51.041"
"MD";"49.831"
"MG";"86.676"
"MV";"61.771"
"MX";"60.702"
"MK";"51.208"
"ML";"51.390"
"MT";"48.254"
"MM";"69.989"
"ME";"50.771"
"MN";"59.388"
"MZ";"85.427"
"MR";"50.825"
"MU";"58.290"
"MW";"77.127"
"MY";"61.194"
"NA";"57.667"
"NC";"65.835"
"NE";"78.981"
"NG";"54.736"
"NI";"62.340"
"NL";"64.272"
"NO";"65.729"
"NP";"84.556"
"NZ";"66.370"
"OM";"55.713"
"PK";"51.640"
"PA";"64.273"
"PE";"74.417"
"PH";"61.887"
"PG";"72.536"
"PL";"54.545"
"PR";"46.962"
"KP";"81.571"
"PT";"61.547"
"PY";"70.201"
"PS";"40.485"
"PF";"56.986"
"QA";"78.831"
"RO";"55.079"
"RU";"61.211"
"RW";"86.123"
"SA";"50.096"
"SD";"49.397"
"SN";"51.321"
"SG";"63.747"
"SB";"73.051"
"SL";"65.815"
"SV";"60.504"
"SO";"46.813"
"RS";"54.919"
"SS";"74.048"
"ST";"55.682"
"SR";"51.971"
"SK";"60.212"
"SI";"58.972"
"SE";"62.339"
"SZ";"52.560"
"SY";"47.818"
"TG";"80.561"
"TH";"73.339"
"TJ";"58.268"
"TM";"63.466"
"TL";"51.334"
"TO";"59.933"
"TT";"63.579"
"TN";"46.189"
"TR";"45.960"
"TW";"57.666"
"TZ";"83.057"
"UG";"70.325"
"UA";"55.237"
"UY";"62.813"
"US";"65.040"
"UZ";"63.122"
"VC";"67.516"
"VE";"64.452"
"VI";"64.909"
"VN";"76.897"
"VU";"70.444"
"WS";"33.224"
"YE";"42.901"
"ZA";"53.223"
"ZM";"79.512"
"ZW";"82.396"