;indicadoressociais_12
"AW";"99999999999998"
"AF";"30.3"
"AO";"23.9"
"AL";"5.5"
"AD";"99999999999998"
"AE";"2.5"
"AR";"3.8"
"AM";"4.3"
"AS";"99999999999998"
"AG";"99999999999998"
"AU";"2.5"
"AT";"2.5"
"AZ";"2.5"
"BI";"99999999999998"
"BE";"2.5"
"BJ";"10.4"
"BF";"21.3"
"BD";"15.2"
"BG";"3.0"
"BH";"99999999999998"
"BS";"99999999999998"
"BA";"2.5"
"BY";"2.5"
"BZ";"6.5"
"BM";"99999999999998"
"BO";"19.8"
"BR";"2.5"
"BB";"3.7"
"BN";"2.6"
"BT";"99999999999998"
"BW";"28.5"
"CF";"61.8"
"CA";"2.5"
"CH";"2.5"
"CL";"3.3"
"CN";"8.7"
"CI";"20.7"
"CM";"7.3"
"CD";"99999999999998"
"CG";"37.5"
"CO";"6.5"
"KM";"99999999999998"
"CV";"12.3"
"CR";"4.4"
"CU";"2.5"
"CW";"99999999999998"
"KY";"99999999999998"
"CY";"4.6"
"CZ";"2.5"
"DE";"2.5"
"DJ";"19.7"
"DM";"5.2"
"DK";"2.5"
"DO";"10.4"
"DZ";"4.7"
"EC";"7.8"
"EG";"4.8"
"ER";"99999999999998"
"ES";"2.5"
"EE";"2.8"
"ET";"21.4"
"FI";"2.5"
"FJ";"4.4"
"FR";"2.5"
"FO";"99999999999998"
"FM";"99999999999998"
"GA";"9.4"
"GB";"2.5"
"GE";"7.4"
"GH";"6.1"
"GI";"99999999999998"
"GN";"19.7"
"GM";"9.6"
"GW";"26.0"
"GQ";"99999999999998"
"GR";"2.5"
"GD";"99999999999998"
"GL";"99999999999998"
"GT";"15.8"
"GU";"99999999999998"
"GY";"7.5"
"HK";"2.5"
"HN";"15.3"
"HR";"2.5"
"HT";"45.8"
"HU";"2.5"
"ID";"7.7"
"IM";"99999999999998"
"IN";"14.8"
"IE";"2.5"
"IR";"4.9"
"IQ";"27.7"
"IS";"2.5"
"IL";"2.5"
"IT";"2.5"
"JM";"8.9"
"JO";"13.5"
"JP";"2.5"
"KZ";"2.5"
"KE";"24.2"
"KG";"6.5"
"KH";"18.5"
"KI";"3.1"
"KN";"99999999999998"
"KR";"2.5"
"KW";"2.5"
"LA";"16.6"
"LB";"10.9"
"LR";"38.8"
"LY";"99999999999998"
"LC";"99999999999998"
"LI";"99999999999998"
"LK";"10.9"
"LS";"12.8"
"LT";"2.5"
"LU";"2.5"
"LV";"2.5"
"MO";"11.4"
"MF";"99999999999998"
"MA";"3.9"
"MC";"99999999999998"
"MD";"99999999999998"
"MG";"43.1"
"MV";"11.0"
"MX";"3.8"
"MH";"99999999999998"
"MK";"4.1"
"ML";"6.0"
"MT";"2.5"
"MM";"10.5"
"ME";"2.5"
"MN";"18.7"
"MP";"99999999999998"
"MZ";"30.5"
"MR";"11.3"
"MU";"5.8"
"MW";"26.3"
"MY";"2.9"
"NA";"25.4"
"NC";"11.6"
"NE";"14.4"
"NG";"11.5"
"NI";"16.2"
"NL";"2.5"
"NO";"2.5"
"NP";"9.5"
"NR";"99999999999998"
"NZ";"2.5"
"OM";"5.4"
"PK";"20.5"
"PA";"9.2"
"PE";"8.8"
"PH";"13.7"
"PW";"99999999999998"
"PG";"99999999999998"
"PL";"2.5"
"PR";"99999999999998"
"KP";"43.4"
"PT";"2.5"
"PY";"11.2"
"PS";"99999999999998"
"PF";"4.4"
"QA";"99999999999998"
"RO";"2.5"
"RU";"2.5"
"RW";"36.1"
"SA";"5.5"
"SD";"25.2"
"SN";"11.3"
"SG";"99999999999998"
"SB";"12.3"
"SL";"25.5"
"SV";"10.3"
"SM";"99999999999998"
"SO";"99999999999998"
"RS";"5.6"
"SS";"99999999999998"
"ST";"10.2"
"SR";"7.6"
"SK";"2.7"
"SI";"2.5"
"SE";"2.5"
"SZ";"20.7"
"SX";"99999999999998"
"SC";"99999999999998"
"SY";"99999999999998"
"TC";"99999999999998"
"TD";"39.7"
"TG";"16.2"
"TH";"9.0"
"TJ";"99999999999998"
"TM";"5.5"
"TL";"27.2"
"TO";"99999999999998"
"TT";"4.9"
"TN";"4.9"
"TR";"2.5"
"TV";"99999999999998"
"TZ";"32.0"
"UG";"41.4"
"UA";"3.3"
"UY";"2.5"
"US";"2.5"
"UZ";"7.4"
"VC";"5.7"
"VE";"11.7"
"VG";"99999999999998"
"VI";"99999999999998"
"VN";"10.8"
"VU";"7.1"
"WS";"3.1"
"YE";"34.4"
"ZA";"6.1"
"ZM";"44.5"
"ZW";"46.6"